"CarcassID","StudyArea","Site","CatchYear","CatchMonth","Species","Sex","Age","Weight","BodyLength","TailLen","HindFootLen","BreedCond","Pregnant","Nipples","AnoGenDist","TestLen","TestWidth","TestWt","OvaryOviductWt","Nembryos","DryWt","LeanDryWt"
425,"M",1,1985,4,"3","M","A",21.2,132,29,166,,0,,,6.1,4.1,0.066,,,5.76,5.17
426,"M",7,1986,8,"3","F","A",19.3,119,26,139,"4",1,"1",6.1,,,,0.159,5,4.94,4.53
427,"M",7,1986,8,"4","M","A",20.8,125,32,165,"2",0,,14.4,7.7,4.5,0.243,,,5.64,5.01
428,"M",7,1986,8,"3","M","A",29.7,142,29,167,"1",0,,11.1,10.1,5.6,0.391,,,8.08,7.11
429,"M",7,1986,8,"4","M","A",31.4,138,32,165,"2",0,,15.5,10.6,6,0.421,,,8.55,7.54
430,"M",7,1986,8,"4","M","A",34.1,150,37,169,"1",0,,16.2,10.2,5.6,0.374,,,9.28,8.12
431,"M",7,1986,8,"3","M","A",18.5,116,28,171,"1",0,,12.2,7.4,4.4,0.178,,,5.29,4.57
432,"M",7,1986,8,"3","F","A",21,122,27,163,"4",1,"1",8.6,,,,0.59,4,5.88,4.6
433,"M",7,1986,8,"3","M","A",14.3,112,26,167,"1",0,,8.2,4.6,3.1,0.046,,,4.02,3.35
434,"M",9,1986,8,"3","M","J",12.1,97,22,151,"1",0,,6.6,4.8,3,0.047,,,3.1,2.82
435,"M",9,1986,8,"3","M","A",23.8,126,27,162,"2",0,,16,9,6.1,0.36,,,6.1,5.69
436,"M",9,1986,8,"3","F","A",26.4,134,27,164,"4",0,"2",7.2,,,,0.209,,6.62,6.11
437,"M",9,1986,8,"3","F","A",17.2,99,12,164,"4",0,"1",4.3,,,,0.095,,4.1,3.69
438,"M",9,1986,8,"3","F","J",15.7,114,23,162,"4",0,"1",7.3,,,,0.074,,3.74,3.34
439,"M",9,1986,8,"3","M","J",15.6,104,22,161,"1",0,,6.4,3.9,2.1,0.026,,,3.86,3.49
440,"M",9,1986,8,"3","M","A",17.2,118,24,157,"1",0,,16.6,7.1,3.7,0.142,,,4.86,4.13
441,"M",9,1986,8,"3","M","J",13.2,101,23,142,"1",0,,7,4.4,2.2,0.045,,,3.26,2.89
442,"M",9,1986,8,"3","F","J",14.7,118,20,154,"4",1,"1",6.3,,,,0.098,5,3.55,3.19
443,"M",9,1986,8,"3","M","A",20.3,120,23,164,"1",0,,13.3,6.6,3.7,0.152,,,5.4,4.91
444,"M",9,1986,8,"4","M","A",37.3,153,37,178,"2",0,,19.8,10.2,6.3,0.48,,,10.02,9.17
445,"M",9,1986,8,"4","M","A",17.2,129,39,155,"1",0,,11.3,,,,,,4.78,4.34
446,"M",9,1986,8,"4","F","A",25.7,129,32,180,"4",1,"2",7.7,,,,2,5,6.27,5.91
447,"M",9,1986,8,"4","F","A",25.9,155,49,182,"4",1,"1",6.7,,,,0.278,3,6.71,6.25
448,"A",9,1986,4,"3","F","A",27.8,132,28,169,"3",1,"2",6.2,,,,0.42,5,6.94,6.41
449,"A",9,1986,4,"3","F","J",13.1,90,17,155,"4",0,"1",5.3,,,,0.062,,3.23,2.87
450,"A",9,1986,4,"3","F","J",8.1,79,18,148,"3",0,"1",3,,,,,,2.06,1.77
451,"A",9,1986,4,"3","M","J",13,91,19,165,"1",0,,7.4,5.1,3.3,0.074,,,3.1,2.71
452,"A",9,1986,4,"3","F","A",35.6,129,28,173,"4",1,"2",8.7,,,,10.45,6,7.97,7.22
453,"A",9,1986,4,"1","M","A",19,161,70,211,"2",0,,19.4,11.6,7.5,0.71,,,5.82,4.85
454,"A",9,1986,4,"1","F","A",15.9,159,74,212,"4",0,"1",5.2,,,,0.013,,5.03,4.35
455,"A",9,1986,4,"1","F","A",15.6,155,71,213,"3",0,"1",7,,,,0.069,,5.26,4.24
456,"A",9,1986,4,"1","M","J",14.4,156,70,176,"1",0,,10.9,5.7,4.1,0.097,,,4.37,3.65
457,"A",9,1986,4,"1","M","J",10.5,141,68,172,"1",0,,9.9,2.1,1.3,0.009,,,3.2,2.66
458,"A",9,1986,4,"6","F","A",5.4,108,47,136,"4",0,"1",2.8,,,,0.016,,,
459,"A",9,1986,4,"7","F","A",12.4,112,43,136,"4",1,"1",,,,,1.09,5,,
460,"A",9,1986,4,"7","M","A",11.6,105,35,142,"1",0,,,7.2,4.4,0.142,,,,
461,"A",9,1986,4,"7","M","A",11.1,118,44,138,"2",0,,,9,4.6,0.263,,,,
462,"A",7,1986,4,"3","M","A",20.8,121,29,166,"2",0,,14.9,10,7.1,0.41,,,5.65,5.22
463,"A",7,1986,4,"3","F","A",21.2,123,23,167,"4",1,"1",7.7,,,,1.17,5,5.68,4.8
464,"A",7,1986,4,"3","M","A",19.4,124,26,164,"2",0,,11.3,9.2,6.4,0.34,,,5.26,4.74
465,"A",7,1986,4,"3","M","A",22.1,132,27,180,"2",0,,14.8,11.2,6.2,0.55,,,6.1,5.39
466,"A",7,1986,4,"3","F","A",20.7,129,25,166,"4",1,"1",7.4,,,,0.67,4,5.46,4.85
467,"A",7,1986,4,"3","F","A",21.7,124,27,157,"4",1,"1",4.5,,,,0.245,5,6.12,5.19
468,"A",7,1986,4,"3","F","A",19.4,118,28,165,"4",1,"1",5.6,,,,0.322,4,5.3,4.55
469,"A",7,1986,4,"9","F","A",12,117,36,136,"4",1,"1",,,,,0.4,7,,
470,"A",7,1986,4,"7","M","A",9.3,118,39,128,"1",0,,,8.1,5.7,0.24,,,,
471,"A",8,1986,8,"3","M","A",31.1,139,30,166,"2",0,,16.9,10.2,6.5,0.44,,,7.96,7.24
472,"A",8,1986,8,"3","M","A",27.7,138,31,160,"2",0,,14,10.6,5.7,0.38,,,7.39,6.71
473,"A",8,1986,8,"3","M","J",13.3,112,20,170,"1",0,,6.8,5.6,4.8,0.113,,,3.46,3.07
474,"A",8,1986,8,"3","M","J",16.1,113,23,159,"1",0,,8.5,7.8,4.6,0.17,,,4.28,3.73
475,"A",8,1986,8,"3","F","A",26,139,29,163,"3",1,"1",8.3,,,,0.35,6,7.28,6.46
476,"A",8,1986,8,"3","F","A",17.1,113,20,160,"4",0,,5.6,,,,0.155,5,4.31,3.91
477,"A",8,1986,8,"3","M","A",26.5,,,158,"2",0,,13.6,9.5,6.3,0.39,,,7.09,6.59
478,"A",8,1986,8,"3","F","A",14.4,96,23,162,"4",0,"1",5.6,,,,0.078,,3.51,3.25
479,"A",8,1986,8,"3","F","A",27.1,129,26,170,"3",1,"2",8.5,,,,0.35,6,6.83,6.37
480,"A",8,1986,8,"3","M","J",16.7,112,22,167,"1",0,,7.7,6.8,4.6,0.15,,,4.38,3.91
481,"A",8,1986,8,"3","F","A",28.9,129,39,161,"3",1,"2",6,,,,0.48,6,6.82,6.26
482,"A",8,1986,8,"3","M","A",20.4,125,26,156,"1",0,,10,8.1,5.7,0.23,,,5.6,5.06
483,"A",8,1986,8,"3","M","A",19.5,116,24,167,"1",0,,8.3,6.4,4.5,,,,5.2,4.68
484,"A",8,1986,8,"3","M","J",15.9,108,19,161,"1",0,,7.7,6.4,3.7,0.097,,,3.86,3.47
485,"A",8,1986,8,"3","F","J",16.9,109,25,164,"4",0,"1",4.8,,,,0.042,,4.38,3.95
486,"A",8,1986,8,"3","M","J",13.5,100,19,170,"1",0,,6.6,5.7,3.6,0.075,,,3.33,2.92
487,"A",8,1986,8,"4","M","A",23.6,146,48,164,"2",0,,15.6,16.9,7.7,0.62,,,6.37,5.64
488,"A",8,1986,8,"4","M","A",20.8,140,41,165,"2",0,,15.2,17.1,6.9,0.67,,,6.16,5.27
489,"A",1,1981,7,"3","M","A",30.8,138,30,160,"2",0,,11.2,16.5,6.6,0.61,,,8.42,7.46
490,"A",1,1981,7,"3","M","A",20.9,124,27,166,"1",0,,12.2,7.9,5.8,0.288,,,5.81,5.48
491,"A",1,1981,7,"3","M","A",27.6,128,26,177,"2",0,,17.4,9.2,5.8,0.31,,,7.91,6.81
492,"A",1,1981,7,"3","M","A",22.5,128,29,165,"2",0,,15.5,10.5,6.1,0.38,,,6.37,5.61
493,"A",1,1981,7,"3","F","A",22.3,122,28,156,"3",1,"1",7.5,,,,0.77,4,6.46,5.38
494,"A",1,1981,7,"3","F","A",21.2,114,26,150,"4",1,"2",5.7,,,,1.82,3,5.94,4.75
495,"A",1,1981,7,"3","F","A",13.7,114,24,157,"4",1,"1",5.5,,,,0.106,2,4.17,3.36
496,"A",1,1981,7,"1","F","A",11.6,145,69,194,"4",0,"1",6,,,,0.043,,3.44,2.88
497,"A",1,1981,7,"4","M","A",17,127,36,172,"2",0,,13,9.4,5.6,0.35,,,5.02,4.29
498,"A",1,1981,7,"4","M","A",17.2,131,33,164,"2",0,,15,11.1,6.2,0.461,,,5.09,4.55
499,"A",1,1981,7,"4","F","A",11.5,115,35,150,"4",0,"1",4.6,,,,0.079,,3.65,3.05
500,"A",1,1981,7,"7","F","A",6.4,115,39,135,"3",0,"1",,,,,,,,
501,"A",1,1981,7,"7","M","A",10.6,119,44,131,"1",0,,,7.5,5.6,,,,,
502,"A",1,1981,7,"7","F","A",4.6,98,38,114,"3",0,"1",,,,,0.023,,,
503,"A",1,1981,7,"7","M","A",6.7,105,35,120,,0,,,6.5,3.7,0.089,,,,
504,"A",1,1981,7,"7","F","A",5.6,104,40,151,"3",0,"1",,,,,0.026,,,
505,"A",1,1981,7,"7","F","A",6,108,34,134,"3",0,"1",,,,,,,,
506,"A",1,1981,7,"7","F","A",7,110,44,143,"3",0,"1",,,,,,,,
507,"A",1,1981,7,"9","F","A",11.7,125,46,168,"3",1,"1",,,,,0.49,3,,
508,"A",2,1981,10,"3","M","A",18.9,113,26,159,"1",0,,6.5,4.6,3,0.045,,,5.35,4.79
509,"A",2,1981,10,"3","M","A",19.4,117,26,158,"1",0,,7.6,4.5,2.1,0.028,,,5.73,4.99
510,"A",2,1981,10,"3","M","A",18,117,28,161,"1",0,,9,8,4,0.209,,,5.06,4.69
511,"A",2,1981,10,"3","M","A",30.1,123,19,160,"2",0,,15.1,10,6.5,0.41,,,7.73,6.99
512,"A",2,1981,10,"3","F","A",15.3,98,21,157,"3",0,"1",7,,,,0.012,,3.96,3.54
513,"A",2,1981,10,"3","F","A",14.3,101,23,157,"3",0,"1",6.4,,,,0.013,,3.77,3.45
514,"A",2,1981,10,"4","M","A",26.4,126,35,171,"7",0,,16.6,8.5,5,0.255,,,7.42,6.67
515,"A",2,1981,10,"4","F","A",12.5,111,35,157,"4",0,"1",6.7,,,,0.014,,3.9,3.53
516,"A",2,1981,10,"1","M","A",17.5,163,77,225,"1",0,,14.4,4.7,3.1,0.054,,,5.81,4.95
517,"A",2,1981,10,"1","F","J",7.2,124,63,203,"4",0,"1",5.6,,,,0.011,,2.44,2.02
518,"A",2,1981,10,"1","F","J",7.2,117,59,201,"4",0,"1",6.2,,,,0.016,,2.27,1.92
519,"A",2,1981,10,"1","M","A",11.3,152,71,214,"1",0,,10.5,5.5,3,0.052,,,3.72,3.45
520,"A",2,1981,10,"1","M","A",11.5,145,73,205,"1",0,,11.1,5.4,2.4,0.036,,,3.58,2.87
521,"A",2,1981,10,"1","M","A",10.9,139,70,205,"1",0,,10.7,4.7,2.8,0.048,,,3.55,2.94
522,"A",2,1981,10,"1","M","J",10.2,131,62,201,"1",0,,9.5,4,2.6,0.032,,,2.89,2.57
523,"A",2,1981,10,"1","F","A",16.9,171,69,213,"4",0,"1",6.4,,,,0.062,,5.66,4.58
524,"A",2,1981,10,"1","F","J",7.7,133,62,191,"3",0,"1",4.2,,,,0.007,,2.31,2.05
525,"A",2,1981,10,"6","F","A",6,115,50,141,,0,,5.7,,,,,,,
526,"A",2,1981,10,"7",,,7.1,103,35,136,,0,,,,,,,,,
527,"A",2,1981,10,"7",,,8.2,109,37,,,0,,,,,,,,,
528,"A",2,1981,10,"7",,,7.3,95,39,,,0,,,,,,,,,
529,"A",2,1981,9,"3","M","A",18.3,112,24,151,,0,,11.1,8.6,5.8,0.249,,,5.29,4.77
530,"A",2,1981,9,"3","F","A",16.9,113,23,161,"4",1,"1",6,,,,0.107,5,4.9,4.22
531,"A",2,1981,9,"3","F","A",15.7,109,22,159,"4",1,"1",4.4,,,,0.1,,4.68,3.97
532,"A",2,1981,9,"3","F","A",18.1,120,26,167,"4",1,"1",9.6,,,,0.215,4,4.97,4.57
533,"A",2,1981,9,"3","F","A",20.7,115,24,157,"4",1,"1",7.3,,,,1.42,4,5.56,4.89
534,"A",2,1981,9,"3","F","A",16.9,111,26,156,"4",0,"1",5.9,,,,0.062,,4.75,4.28
535,"A",2,1981,9,"4","F","A",15.3,111,21,164,"3",0,,4.6,,,,0.036,,4.15,3.85
536,"A",2,1981,9,"7","M","A",9.6,111,39,143,"1",0,,,7.3,5.6,0.21,,,,
537,"A",2,1981,9,"7","M","A",10.7,111,40,136,"2",0,,,8.1,6.7,0.23,,,,
538,"A",2,1981,9,"7","M","A",10.3,114,42,118,,0,,,7.3,4.5,0.12,,,,
539,"A",2,1981,9,"7","M","A",10.1,108,36,133,,0,,,8.7,5.6,0.14,,,,
540,"A",2,1981,9,"7","M","A",10.5,118,41,121,,0,,,8.1,5.3,0.17,,,,
541,"A",9,1981,7,"3","M","A",26.4,121,30,168,"2",0,,12.8,8.8,5.7,0.33,,,7.09,6.35
542,"A",9,1981,7,"3","M","A",37.1,141,32,168,"2",0,,14.5,,,0.42,,,10.24,8.89
543,"A",9,1981,7,"3","M","A",27.2,131,30,169,"2",0,,13,10,6.8,0.43,,,7.17,6.19
544,"A",9,1981,7,"3","M","A",37.1,137,26,165,"2",0,,15.2,17.7,7.7,0.58,,,10.32,8.8
545,"A",9,1981,7,"4","M","A",22.2,133,42,173,"2",0,,11.1,13.6,7.6,0.86,,,5.92,5.22
546,"A",9,1981,7,"4","M","A",21.4,140,39,164,"2",0,,17,11.9,7.6,0.65,,,6.29,5.49
547,"A",9,1981,7,"1","F","J",10.9,132,61,174,"4",0,"1",6.1,,,,0.066,,2.97,2.69
548,"A",9,1981,7,"7","F","A",6.5,107,40,132,"3",0,"1",,,,,,,,
549,"A",9,1981,7,"7","F","A",6.9,104,42,132,,0,,,,,,,3,,
550,"A",2,1981,7,"3","F","A",24.8,124,27,152,"4",1,"2",6.4,,,,0.255,4,6.95,5.98
551,"A",2,1981,7,"3","F","A",32.8,135,26,154,"4",1,"2",8.6,,,,5.77,7,7.41,6.51
552,"A",2,1981,7,"3","F","A",21.3,117,25,153,"4",0,"2",8.5,,,,0.18,,6.89,5.08
553,"A",2,1981,7,"3","M","A",35.2,111,,161,"2",0,,15.9,10.8,6.2,0.47,,,9.67,8.3
554,"A",2,1981,7,"3","M","A",32.9,137,27,156,"2",0,,18.2,10.9,5.7,0.43,,,9.65,7.92
555,"A",2,1981,7,"3","M","A",40.1,146,30,168,"2",0,,17.2,11.3,7.1,0.55,,,10.93,8.99
556,"A",2,1981,7,"3","M","A",34,128,23,166,"2",0,,17.2,11.8,7,0.46,,,8.95,7.73
557,"A",2,1981,7,"4","M","A",16.8,128,38,167,"2",0,,14.6,9.9,6.3,0.39,,,5.04,4.49
558,"A",3,1981,7,"3","F","A",27.1,122,28,162,"4",1,"2",7.1,,,,0.68,6,6.94,6.28
559,"A",3,1981,7,"3","M","A",29.5,126,29,160,"1",0,,16.3,11.4,6.2,0.44,,,7.64,7.03
560,"A",3,1981,7,"3","F","A",24.1,111,27,160,"4",1,"2",5.9,,,,1.4,4,6.26,5.2
561,"A",3,1981,7,"3","F","A",18,112,28,176,"4",0,"1",6.2,,,,0.182,,4.76,4.2
562,,,,,"3","F","J",8.9,,,161,"4",0,"1",7.7,,,,0.058,,,
563,"A",3,1981,7,"3","M","J",17.9,113,29,172,"1",0,,8.3,7.4,4.2,0.135,,,5.34,4.2
564,"A",3,1981,7,"3","F","A",28.6,123,29,172,"4",1,"2",7.3,,,,1.64,5,7.82,6.36
565,"A",9,1981,9,"3","F","A",26.3,130,27,160,"4",1,"2",8,,,,2.74,3,7.06,5.99
566,"A",9,1981,9,"3","M","A",24.2,134,29,160,"1",0,,13.2,9.4,5.6,0.31,,,6.78,5.97
567,"A",9,1981,9,"3","M","A",25.8,131,27,161,"2",0,,11.8,9.4,5.4,0.24,,,7.04,6.41
568,"A",9,1981,9,"3","M","A",24.1,131,27,170,"1",0,,12.6,8.7,5.7,0.28,,,6.48,6.08
569,"A",9,1981,9,"3","F","A",26.5,129,24,164,"3",1,"1",10,,,,3.06,4,7.43,6.11
570,"A",9,1981,9,"3","F","A",19.8,122,29,168,"3",0,"1",5.7,,,,0.114,,5.65,5.06
571,"A",9,1981,9,"3","F","A",19.9,124,25,150,"4",0,,6.1,,,,0.9,4,5.24,4.86
572,"A",9,1981,9,"4","M","A",15.9,126,39,157,"2",0,,7.5,8.3,4.8,0.211,,,4.55,4.2
573,"A",9,1981,9,"7","M","A",9.2,112,43,131,"1",0,,,8.6,5.7,0.122,,,,
574,"A",9,1981,9,"7","M","A",10,112,39,132,"1",0,,,8.2,5.7,0.19,,,,
575,"A",9,1981,9,"8","M","A",4,87,35,103,"1",0,,,5.6,4,0.048,,,,
576,"A",3,1981,7,"7","F","A",7.1,116,40,143,"3",0,"1",,,,,,,,
577,"A",3,1981,7,"7","F","A",7.2,109,41,139,"3",0,"1",,,,,,,,
578,"A",3,1981,7,"7","F","A",6.9,110,41,146,,1,"1",,,,,0.14,4,,
579,"A",3,1981,7,"7","F","A",7.7,111,42,146,"1",0,"1",,,,,,,,
580,"A",3,1981,7,"7","F","A",6.9,113,42,137,,0,"1",,,,,,,,
581,"A",3,1981,7,"7","F","A",7.2,110,39,137,,0,"1",,,,,,,,
582,"M",6,1981,10,"3","M","A",16.2,109,27,169,,0,,10.9,2.6,1.3,0.011,,,4.57,4.16
583,"M",6,1981,10,"3","F","A",24.2,138,33,175,"4",0,"2",8.2,,,,0.111,,6.64,5.97
584,"M",6,1981,10,"3","F","A",16.6,110,28,171,"3",0,"1",6.7,,,,0.019,,4.43,4.03
585,"M",6,1981,10,"3","F","A",13.9,110,24,171,"3",0,"1",6.7,,,,0.016,,4.13,3.69
586,"M",6,1981,10,"3","F","A",15.3,113,26,157,"3",0,"1",7.4,,,,0.014,,4.47,3.97
587,"M",6,1981,10,"3","F","A",16.9,116,27,166,"3",0,"1",5.5,,,,0.012,,4.7,4.34
588,"M",6,1981,10,"3","F","A",14.6,118,28,172,"3",0,"1",6.4,,,,,,3.87,3.63
589,"M",6,1981,10,"3","F","A",16.5,114,28,171,"3",0,"1",5.8,,,,0.021,,4.53,4.08
590,"M",6,1981,10,"7","M","A",8,112,40,134,"1",0,,,2.8,1.8,0.011,,,,
591,"M",6,1981,10,"7","F","A",8,114,40,136,"3",0,,,,,,,,,
592,"M",6,1981,10,"7","F","A",8.1,110,37,130,"3",0,,,,,,,,,
593,"M",2,1981,10,"3","F","A",18.5,108,23,162,"3",0,"1",5.9,,,,0.018,,4.91,4.3
594,"M",2,1981,10,"1","M","A",21.6,164,74,212,"1",0,,15.8,,,,,,6.48,5.55
595,"M",4,1981,10,"3","M","A",21.2,118,30,173,"1",0,,7.2,4.1,1.2,0.018,,,5.94,5.32
596,"M",4,1981,10,"3","F","A",16.7,115,26,162,"3",0,"1",5.7,,,,0.015,,4.45,4.19
597,"M",4,1981,10,"3","F","A",18.6,113,25,163,"4",0,"2",5.7,,,,0.084,,4.78,4.31
598,"M",4,1981,10,"3","M","A",15.3,111,25,159,"1",0,,6.9,2.5,1.6,0.015,,,4,3.68
599,"M",4,1981,10,"3","M","A",18.3,120,28,174,"1",0,,10.4,3.6,2.1,0.02,,,5.21,4.73
600,"M",4,1981,10,"3","F","A",17.4,128,28,172,"3",0,"1",7.6,,,,,,4.67,4.43
601,"M",4,1981,10,"3","F","A",17.9,115,26,170,"3",0,"1",7.7,,,,0.018,,4.82,4.39
602,"M",4,1981,10,"3","F","A",19,115,25,160,"3",0,"1",6.1,,,,0.015,,4.98,4.48
603,"M",4,1981,10,"3","F","A",23.2,125,30,168,"4",0,"2",7.2,,,,0.089,,5.99,5.53
604,"M",4,1981,10,"4","M","A",33.1,140,37,186,"2",0,,10.6,9.5,6.3,0.33,,,8.31,7.67
605,"M",4,1981,10,"1","M","A",14.5,151,72,212,"1",0,,8.5,4.6,2.5,0.035,,,4.46,3.7
606,"M",4,1981,10,"6","F","A",4.8,100,52,132,"3",0,"1",3.2,,,,,,4.88,
607,"M",4,1981,10,"6","F","A",4.6,103,49,138,"4",0,"1",3.5,,,,,,,
608,"M",4,1981,10,"7","F","A",7.6,106,35,143,,0,"1",,,,,,,,
609,"M",7,1981,10,"3","F","A",17.6,115,28,186,"3",0,"1",4.5,,,,0.056,,4.88,4.35
610,"M",7,1981,10,"3","M","A",16.7,111,25,165,"1",0,,8.1,3.1,2.3,0.017,,,4.62,4.24
611,"M",7,1981,10,"3","M","A",16.7,114,27,160,"1",0,,8.2,3.7,2.1,0.018,,,4.81,4.29
612,"M",7,1981,10,"3","M","A",14.6,115,25,154,"1",0,,8.1,2.7,1.1,0.012,,,4.14,3.76
613,"M",7,1981,10,"3","M","A",17.1,105,23,165,"1",0,,8.2,2.7,1.4,0.01,,,4.79,4.28
614,"M",7,1981,10,"3","F","A",19.6,118,25,156,"5",0,"2",6.3,,,,0.054,,5.41,4.83
615,"M",7,1981,10,"3","F","A",19.8,126,26,158,"3",0,"2",6.1,,,,0.074,,5.87,5.34
616,"M",3,1981,10,"3","F","A",16.2,119,24,167,"3",0,"1",5.7,,,,0.015,,4.3,3.89
617,"M",3,1981,10,"3","M","A",15.4,112,24,162,"1",0,,7.1,3.2,1.9,0.014,,,4.62,4.02
618,"M",3,1981,10,"3","M","A",14.4,113,24,157,"1",0,,7.1,2.7,1.2,0.01,,,4.35,3.73
619,"M",3,1981,10,"3","F","A",18.1,119,28,162,"4",1,"1",8.1,,,,0.16,1,5.15,4.53
620,"M",3,1981,10,"3","M","A",15.9,120,28,158,"1",0,,8.8,2.9,1.9,0.013,,,4.75,4.13
621,"M",3,1981,10,"3","M","A",18,123,29,175,"1",0,,10.5,7.8,4.2,0.164,,,5.14,4.51
622,"M",3,1981,10,"3","F","A",17.7,115,26,165,"4",0,"1",6.2,,,,0.096,,4.92,4.31
623,"M",3,1981,10,"3","F","A",19.3,,,165,"3",0,"1",5.7,,,,0.04,,5.53,5.04
624,"M",3,1981,10,"3","F","A",19.8,124,28,159,"4",0,"2",7.5,,,,0.135,,5.27,4.9
625,"M",3,1981,10,"4","M","A",23.6,138,34,169,"1",0,,9.1,8.7,5.7,0.283,,,6.54,6
626,"M",3,1981,10,"1","F","A",13.7,148,71,203,"4",0,"1",5.2,,,,0.036,,4.31,3.63
627,"M",3,1981,10,"1","M","A",11.4,121,48,216,"1",0,,10.2,4.3,2.1,0.028,,,3.47,3.14
628,"M",1,1981,10,"3","M","A",19,119,26,182,"1",0,,7.6,2.4,1.6,0.011,,,5.45,4.86
629,"M",1,1981,10,"3","F","A",12.2,110,24,163,"3",0,"1",5.6,,,,0.006,,3.2,2.94
630,"M",1,1981,10,"3","M","A",12,111,23,159,"1",0,,5.7,3.2,1.8,0.016,,,3.12,2.76
631,"M",1,1981,10,"3","M","A",15.1,112,27,157,"1",0,,9.6,2.7,1.6,0.013,,,4.51,4.08
632,"M",1,1981,10,"3","F","A",15.5,111,27,154,"4",0,"1",6.1,,,,,,4.26,3.94
633,"M",1,1981,10,"3","M","A",15.9,112,25,152,"1",0,,7.1,3.1,2,0.014,,,4.69,4.24
634,"M",1,1981,10,"3","M","A",16.8,111,28,161,"1",0,,8.5,2.5,1.6,0.009,,,4.97,4.5
635,"M",1,1981,10,"3","M","A",15.9,108,25,167,"1",0,,8.7,3.8,1.1,0.012,,,4.84,4.26
636,"M",1,1981,10,"3","M","A",16.3,111,23,150,"1",0,,6,2.7,1.5,0.01,,,5.05,4.45
637,"M",1,1981,10,"3","M","A",15.7,,,162,"1",0,,7.7,2.7,1.4,0.009,,,4.66,4.17
638,"M",1,1981,10,"3","M","A",16.8,107,24,160,"1",0,,4.5,2.7,1.7,0.01,,,4.99,4.4
639,"M",1,1981,10,"4","M","A",15.1,121,40,175,"1",0,,7.3,2.8,2,0.01,,,4.39,3.95
640,"M",1,1981,10,"4","M","A",24.4,137,35,182,"1",0,,10,6.3,4.6,0.079,,,6.88,6.06
641,"M",1,1981,10,"3","M","A",28.2,139,30,167,"1",0,,13.8,8.4,4.7,0.201,,,7.66,7.06
642,"M",1,1981,10,"7","F","A",7.6,103,39,136,,0,,,,,,,,,
643,"M",1,1981,10,"7","M","A",7.2,105,38,131,,0,,,,,,,,,
644,"M",1,1981,10,"7","M","A",5.9,105,40,126,,0,,,,,,,,,
645,"M",3,1981,10,"7","M","A",7.3,112,46,140,,0,,,,,,,,,
646,"M",3,1981,10,"7","F","A",9.6,104,40,134,,0,,,,,,,,,
647,"M",3,1981,10,"9",,,15,126,48,188,,0,,,,,,,,,
648,"A",8,1986,4,"3","F","A",25.6,131,28,162,"3",1,"2",8,,,,0.178,6,6.62,5.87
649,"A",8,1986,4,"3","M","J",15,112,17,155,"1",0,,7.6,4.8,2.7,0.041,,,3.63,3.18
650,"A",8,1986,4,"4","M","A",20,137,38,158,"2",0,,12.6,10.2,6.9,0.46,,,5.65,4.94
651,"A",8,1986,4,"4","F","A",16.1,128,35,170,"4",0,"1",6.4,,,,0.043,,4.29,3.93
652,"M",3,1986,7,"3","F","A",40,139,27,156,"4",1,"2",9.7,,,,11.35,6,8.41,7.09
653,"M",3,1986,7,"3","F","A",23.1,123,27,155,"4",0,"1",7.7,,,,0.084,,5.6,5.14
654,"M",3,1986,7,"3","M","A",20.7,125,27,165,"2",0,,14.1,8.4,4.7,0.202,,,6.25,4.69
655,"M",3,1986,7,"3","F","J",10.2,94,20,162,"3",0,,6.2,,,,0.006,,2.49,2.34
656,"M",3,1986,7,"3","M","A",22.7,124,28,161,"1",0,,9.9,8.6,5.6,0.209,,,6.62,5.02
657,"M",3,1986,7,"3","M","J",17,108,26,176,"1",0,,10.9,5.7,3.5,0.069,,,4.16,3.6
658,"M",3,1986,7,"3","M","J",12.5,107,27,168,"1",0,,7.7,3.7,2.7,0.03,,,3,2.63
659,"M",3,1986,7,"3","M","J",16.8,110,25,159,"1",0,,8.2,5.9,3.8,0.086,,,4.24,3.47
660,"M",3,1986,7,"3",,,16.6,111,22,171,"2",0,,8.7,6.1,3.7,0.067,,,4.62,3.75
661,"M",3,1986,7,"4","M","A",35.6,142,31,164,"2",0,,15.5,11.3,6.2,0.384,,,9.3,8.01
662,"M",3,1986,7,"4","M","A",33.2,144,33,172,"1",0,,13.6,9.5,5.7,0.409,,,7.92,7.37
663,"M",3,1986,7,"3","F","A",45.3,150,31,177,"4",1,"2",9.6,,,,11.58,5,11.53,8.74
664,"M",3,1986,7,"3","F","A",23.8,124,28,167,"4",0,"2",7.8,,,,0.132,,5.65,4.95
665,"M",3,1986,7,"3","M","A",19.6,127,28,171,"1",0,,14,7.6,4.7,0.177,,,5.72,4.34
666,"M",3,1986,7,"3","M","A",13,99,18,165,"1",0,,7.4,3.9,2.4,0.023,,,3.48,2.57
667,"M",3,1986,7,"7","M","A",12.9,119,40,139,"1",0,,,8,5.7,0.208,,,,
668,"M",3,1986,7,"7","F","A",7,111,41,131,"3",0,"1",,,,,,,,
669,"M",1,1985,2,"3","M","A",18.1,125,28,172,"1",0,,8.7,3,1.3,0.011,,,5.29,4.84
670,"M",1,1985,2,"3","F","A",14.9,109,21,151,"3",0,"1",4,,,,0.01,,4.2,3.77
671,"M",1,1985,2,"3","M","A",16.4,120,24,160,"1",0,,6.2,3.5,1.5,0.009,,,4.82,4.33
